pathwayname,genelist,genecount
Signaling by NOTCH,"['ACTA2', 'ADAM10', 'JAG1', 'AKT1', 'CCND1', 'RUNX1', 'CCNC', 'CDK8', 'CNTN1', 'CREB1', 'CREBBP', 'EGF', 'EGFR', 'ELF3', 'EP300', 'FABP7', 'FCER2', 'FLT4', 'B4GALT1', 'GZMB', 'HIF1A', 'HES1', 'RBPJ', 'JAG2', 'JUN', 'SMAD3', 'MDK', 'MOV10', 'MYC', 'NOTCH1', 'NOTCH2', 'NOTCH3', 'NOTCH4', 'YBX1', 'FURIN', 'PBX1', 'PRKCI', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'RAB6A', 'SEL1L', 'SKP1', 'STAT1', 'TP53', 'YWHAZ', 'SEM1', 'CUL1', 'NUMB', 'DLK1', 'PSMF1', 'DLGAP5', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'TACC3', 'TMED2', 'WWP2', 'SNW1', 'PLXND1', 'WWC1', 'NCSTN', 'HEY1', 'HEY2', 'POFUT1', 'HEYL', 'NBEA', 'DLL1', 'SIRT6', 'DLL4', 'PSENEN', 'POGLUT1', 'ITCH', 'DNER', 'PTCRA', 'HES5', 'HIST2H4B']",112
Pre-NOTCH Expression and Processing,"['CCND1', 'RUNX1', 'CREBBP', 'ELF3', 'EP300', 'B4GALT1', 'RBPJ', 'JUN', 'MOV10', 'NOTCH1', 'NOTCH2', 'NOTCH3', 'NOTCH4', 'FURIN', 'PRKCI', 'RAB6A', 'SEL1L', 'TP53', 'TMED2', 'SNW1', 'POFUT1', 'SIRT6', 'POGLUT1', 'HIST2H4B']",24
Pre-NOTCH Transcription and Translation,"['CCND1', 'RUNX1', 'CREBBP', 'ELF3', 'EP300', 'RBPJ', 'JUN', 'MOV10', 'NOTCH1', 'NOTCH2', 'NOTCH3', 'NOTCH4', 'PRKCI', 'TP53', 'SNW1', 'SIRT6', 'HIST2H4B']",17
Signaling by NOTCH1,"['JAG1', 'CCNC', 'CDK8', 'CNTN1', 'CREBBP', 'EP300', 'HIF1A', 'HES1', 'RBPJ', 'JAG2', 'MYC', 'NOTCH1', 'SKP1', 'CUL1', 'NUMB', 'DLK1', 'RBX1', 'SNW1', 'NCSTN', 'NBEA', 'DLL1', 'DLL4', 'PSENEN', 'ITCH', 'DNER', 'HES5']",26
NOTCH1 Intracellular Domain Regulates Transcription,"['CCNC', 'CDK8', 'CREBBP', 'EP300', 'HIF1A', 'HES1', 'RBPJ', 'MYC', 'NOTCH1', 'SKP1', 'CUL1', 'RBX1', 'SNW1', 'NBEA', 'HES5']",15
Signaling by NOTCH3,"['ADAM10', 'JAG1', 'CREBBP', 'EGF', 'EGFR', 'EP300', 'FABP7', 'HES1', 'RBPJ', 'JAG2', 'NOTCH3', 'YBX1', 'PBX1', 'STAT1', 'DLGAP5', 'TACC3', 'WWP2', 'PLXND1', 'WWC1', 'NCSTN', 'HEY1', 'HEY2', 'HEYL', 'DLL1', 'DLL4', 'PSENEN', 'PTCRA', 'HES5']",28
NOTCH3 Intracellular Domain Regulates Transcription,"['CREBBP', 'EP300', 'FABP7', 'HES1', 'RBPJ', 'NOTCH3', 'PBX1', 'STAT1', 'DLGAP5', 'PLXND1', 'WWC1', 'HEY1', 'HEY2', 'HEYL', 'PTCRA', 'HES5']",16
Signaling by NOTCH4,"['ACTA2', 'ADAM10', 'JAG1', 'AKT1', 'CREBBP', 'EP300', 'FLT4', 'HES1', 'RBPJ', 'SMAD3', 'NOTCH2', 'NOTCH4', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SKP1', 'YWHAZ', 'SEM1', 'CUL1', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'TACC3', 'NCSTN', 'HEY1', 'HEY2', 'DLL4', 'PSENEN', 'HES5']",65
Negative regulation of NOTCH4 signaling,"['AKT1', 'NOTCH4', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SKP1', 'YWHAZ', 'SEM1', 'CUL1', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'TACC3']",49
Signaling by WNT,"['AP2B1', 'TLE5', 'APC', 'XIAP', 'RHOA', 'ARRB2', 'CALM3', 'CAMK2A', 'CAV1', 'RUNX3', 'AP2M1', 'AP2S1', 'CLTC', 'CSNK1A1', 'CSNK1G2', 'CSNK2B', 'CTBP1', 'CTNNB1', 'DVL1', 'DVL2', 'GNAT2', 'GSK3B', 'HDAC1', 'LRP6', 'MEN1', 'MOV10', 'MYC', 'NFATC1', 'ROR2', 'PDE6A', 'PDE6G', 'PDE6B', 'PFN1', 'PPP3R1', 'PRKCA', 'PRKCB', 'PRKCG', 'PRKG1', 'PRKG2', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'RBBP5', 'RYK', 'SKP1', 'SMARCA4', 'MAP3K7', 'TERT', 'TLE1', 'TLE2', 'TLE3', 'TLE4', 'WNT5A', 'XPO1', 'YWHAZ', 'FZD5', 'FZD3', 'SEM1', 'KMT2D', 'HIST3H3', 'TRRAP', 'AXIN1', 'AXIN2', 'FZD4', 'PIP5K1B', 'CUL3', 'CUL1', 'RUVBL1', 'SNX3', 'BTRC', 'ASH2L', 'USP8', 'PSMF1', 'VPS26A', 'USP34', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'KAT5', 'WIF1', 'DAAM1', 'HECW1', 'PSME4', 'SCRIB', 'CBY1', 'PARD6A', 'SOST', 'TMED5', 'DACT1', 'VPS29', 'NLK', 'ZRANB1', 'VPS35', 'CTNNBIP1', 'VANGL2', 'CHD8', 'KLHL12', 'SMURF2', 'PORCN', 'CDC73', 'WLS', 'RNF146', 'WNT3A', 'PSMB11', 'LEO1', 'AMER1', 'PSMA8', 'PRICKLE1', 'CCDC88C', 'HIST2H4B', 'TPTEP2-CSNK1E']",146
Degradation of beta-catenin by the destruction complex,"['TLE5', 'APC', 'CSNK1A1', 'CTNNB1', 'GSK3B', 'HDAC1', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SKP1', 'TLE1', 'TLE2', 'TLE3', 'TLE4', 'SEM1', 'AXIN1', 'CUL1', 'BTRC', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'PSME4', 'ZRANB1', 'PSMB11', 'AMER1', 'PSMA8']",62
TCF dependent signaling in response to WNT,"['APC', 'XIAP', 'CAV1', 'RUNX3', 'CSNK1A1', 'CSNK1G2', 'CSNK2B', 'CTBP1', 'CTNNB1', 'DVL1', 'DVL2', 'GSK3B', 'HDAC1', 'LRP6', 'MEN1', 'MYC', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'RBBP5', 'RYK', 'SMARCA4', 'TERT', 'TLE1', 'TLE2', 'TLE3', 'TLE4', 'XPO1', 'YWHAZ', 'FZD5', 'SEM1', 'KMT2D', 'HIST3H3', 'TRRAP', 'AXIN1', 'AXIN2', 'PIP5K1B', 'CUL3', 'RUVBL1', 'BTRC', 'ASH2L', 'USP8', 'PSMF1', 'USP34', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'KAT5', 'WIF1', 'HECW1', 'PSME4', 'CBY1', 'SOST', 'DACT1', 'CTNNBIP1', 'CHD8', 'KLHL12', 'SMURF2', 'CDC73', 'RNF146', 'WNT3A', 'PSMB11', 'LEO1', 'AMER1', 'PSMA8', 'CCDC88C', 'HIST2H4B', 'TPTEP2-CSNK1E']",103
Degradation of DVL,"['DVL1', 'DVL2', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SEM1', 'CUL3', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'HECW1', 'PSME4', 'DACT1', 'KLHL12', 'PSMB11', 'PSMA8']",52
Beta-catenin independent WNT signaling,"['AP2B1', 'RHOA', 'ARRB2', 'CALM3', 'CAMK2A', 'AP2M1', 'AP2S1', 'CLTC', 'CTNNB1', 'DVL2', 'GNAT2', 'MOV10', 'NFATC1', 'ROR2', 'PDE6A', 'PDE6G', 'PDE6B', 'PFN1', 'PPP3R1', 'PRKCA', 'PRKCB', 'PRKCG', 'PRKG1', 'PRKG2', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'RYK', 'MAP3K7', 'WNT5A', 'FZD3', 'SEM1', 'FZD4', 'PSMF1', 'PSMD6', 'PSME3', 'PSMD14', 'DAAM1', 'PSME4', 'SCRIB', 'PARD6A', 'NLK', 'VANGL2', 'PSMB11', 'PSMA8', 'PRICKLE1']",80
Ca2+ pathway,"['CALM3', 'CAMK2A', 'CTNNB1', 'GNAT2', 'MOV10', 'NFATC1', 'PDE6A', 'PDE6G', 'PDE6B', 'PPP3R1', 'PRKCA', 'PRKG1', 'PRKG2', 'MAP3K7', 'NLK']",15
Signaling by Hippo,"['CASP3', 'DVL2', 'STK3', 'STK4', 'TJP1', 'YWHAB', 'YWHAE', 'LATS1', 'TJP2', 'YAP1', 'WWC1', 'WWTR1', 'LATS2', 'SAV1', 'NPHP4']",15
Signaling by Hedgehog,"['GRK2', 'CSNK1A1', 'EVC', 'GPC5', 'GAS1', 'GAS8', 'GLI1', 'GLI2', 'GLI3', 'GSK3B', 'P4HB', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTCH1', 'SEL1L', 'SKP1', 'SMO', 'ADAM17', 'TULP3', 'VCP', 'SEM1', 'CUL3', 'CUL1', 'NUMB', 'BTRC', 'PSMF1', 'IFT140', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'KIF3A', 'DZIP1', 'PSME4', 'IQCE', 'GPR161', 'ULK3', 'CDON', 'DERL2', 'SUFU', 'HHAT', 'IFT122', 'WDR35', 'WDR19', 'SCUBE2', 'HHIP', 'CDC73', 'TTC21B', 'ITCH', 'SYVN1', 'EFCAB7', 'DISP2', 'BOC', 'PSMB11', 'EVC2', 'PSMA8', 'NOTUM', 'KIF7']",93
Hedgehog 'off' state,"['CSNK1A1', 'GLI1', 'GLI2', 'GLI3', 'GSK3B', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTCH1', 'SKP1', 'SMO', 'TULP3', 'SEM1', 'CUL1', 'NUMB', 'BTRC', 'PSMF1', 'IFT140', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'PSME4', 'GPR161', 'SUFU', 'IFT122', 'WDR35', 'WDR19', 'TTC21B', 'ITCH', 'PSMB11', 'PSMA8', 'KIF7']",67
GLI3 is processed to GLI3R by the proteasome,"['CSNK1A1', 'GLI3', 'GSK3B', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SKP1', 'SEM1', 'CUL1', 'BTRC', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'PSME4', 'SUFU', 'PSMB11', 'PSMA8']",53
Degradation of GLI2 by the proteasome,"['CSNK1A1', 'GLI2', 'GSK3B', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SKP1', 'SEM1', 'CUL1', 'BTRC', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'PSME4', 'SUFU', 'PSMB11', 'PSMA8']",53
Degradation of GLI1 by the proteasome,"['GLI1', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SKP1', 'SEM1', 'CUL1', 'NUMB', 'BTRC', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'PSME4', 'SUFU', 'ITCH', 'PSMB11', 'PSMA8']",53
Hedgehog 'on' state,"['GRK2', 'CSNK1A1', 'EVC', 'GAS1', 'GAS8', 'GLI1', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTCH1', 'SMO', 'SEM1', 'CUL3', 'NUMB', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'KIF3A', 'DZIP1', 'PSME4', 'IQCE', 'GPR161', 'ULK3', 'CDON', 'SUFU', 'HHIP', 'CDC73', 'ITCH', 'EFCAB7', 'BOC', 'PSMB11', 'EVC2', 'PSMA8', 'KIF7']",70
Signaling by Nuclear Receptors,"['ABCA1', 'ADH1A', 'ADH1C', 'ADH4', 'AKT1', 'ALDH1A1', 'ALDH1A3', 'APOC1', 'APOC2', 'APOC4', 'APOD', 'APOE', 'CCND1', 'BCL2', 'RUNX1', 'CBFB', 'CCNT1', 'CDK9', 'CDKN1B', 'CETP', 'CHD1', 'CRABP1', 'CRABP2', 'CREB1', 'ATF2', 'CREBBP', 'CTSD', 'DDX5', 'DLAT', 'HBEGF', 'S1PR3', 'EGFR', 'ELK1', 'EP300', 'ESR1', 'FABP5', 'FABP6', 'FASN', 'FKBP4', 'FOXO3', 'FOS', 'FOSB', 'NR5A2', 'GATA3', 'GPS2', 'GTF2A1', 'GTF2A2', 'HDAC1', 'FOXA1', 'PRMT1', 'HSP90AA1', 'HSP90AB1', 'IGF1R', 'JUN', 'JUND', 'KPNA2', 'MOV10', 'CITED1', 'MYB', 'MYC', 'PCK1', 'PDHB', 'PDK2', 'PDPK1', 'PGR', 'PIK3CA', 'PLIN1', 'POLR2A', 'POLR2B', 'POLR2C', 'POLR2D', 'POLR2E', 'POLR2F', 'POLR2G', 'POLR2H', 'POLR2I', 'POLR2J', 'POLR2K', 'POLR2L', 'POU2F1', 'PPARD', 'MED1', 'PRKCZ', 'MAPK1', 'MAPK3', 'PTK2', 'RAD21', 'RARA', 'RARB', 'RARG', 'RXRA', 'RXRB', 'RXRG', 'SCD', 'CXCL12', 'SP1', 'SRC', 'SRF', 'STRN', 'TBP', 'TFF1', 'TFF3', 'TGFA', 'TLE3', 'NR1H2', 'USF1', 'USF2', 'XPO1', 'YY1', 'ZNF217', 'PDHX', 'NCOA3', 'NRIP1', 'SMC1A', 'AXIN1', 'HIST1H2AC', 'AKR1C3', 'NCOA1', 'HDAC3', 'ALDH1A2', 'SPHK1', 'SMC3', 'EBAG9', 'ABCG1', 'GREB1', 'NR1H3', 'ARL4C', 'STAG1', 'CARM1', 'PTGES3', 'STAG2', 'KDM1A', 'KDM4B', 'KANK1', 'ANGPTL3', 'MYLIP', 'CXXC5', 'UGT1A3', 'GPAM', 'ABCG5', 'ABCG8', 'ALDH8A1', 'EEPD1', 'RDH13', 'UHMK1', 'KCTD6', 'CYP26C1', 'HIST2H4B']",148
ESR-mediated signaling,"['AKT1', 'CCND1', 'BCL2', 'RUNX1', 'CBFB', 'CCNT1', 'CDK9', 'CDKN1B', 'CHD1', 'CREB1', 'ATF2', 'CREBBP', 'CTSD', 'DDX5', 'HBEGF', 'S1PR3', 'EGFR', 'ELK1', 'EP300', 'ESR1', 'FKBP4', 'FOXO3', 'FOS', 'FOSB', 'NR5A2', 'GATA3', 'GTF2A1', 'GTF2A2', 'HDAC1', 'FOXA1', 'PRMT1', 'HSP90AA1', 'HSP90AB1', 'IGF1R', 'JUN', 'JUND', 'KPNA2', 'CITED1', 'MYB', 'MYC', 'PDPK1', 'PGR', 'PIK3CA', 'POLR2A', 'POLR2B', 'POLR2C', 'POLR2D', 'POLR2E', 'POLR2F', 'POLR2G', 'POLR2H', 'POLR2I', 'POLR2J', 'POLR2K', 'POLR2L', 'POU2F1', 'MED1', 'PRKCZ', 'MAPK1', 'MAPK3', 'PTK2', 'RAD21', 'CXCL12', 'SP1', 'SRC', 'SRF', 'STRN', 'TBP', 'TFF1', 'TFF3', 'TGFA', 'TLE3', 'USF1', 'USF2', 'XPO1', 'YY1', 'ZNF217', 'NCOA3', 'NRIP1', 'SMC1A', 'AXIN1', 'HIST1H2AC', 'NCOA1', 'SPHK1', 'SMC3', 'EBAG9', 'GREB1', 'STAG1', 'CARM1', 'PTGES3', 'STAG2', 'KDM1A', 'KDM4B', 'KANK1', 'CXXC5', 'GPAM', 'UHMK1', 'KCTD6', 'HIST2H4B']",99
Estrogen-dependent gene expression,"['CCND1', 'BCL2', 'RUNX1', 'CBFB', 'CCNT1', 'CDK9', 'CHD1', 'ATF2', 'CREBBP', 'CTSD', 'DDX5', 'EP300', 'ESR1', 'FKBP4', 'FOS', 'FOSB', 'NR5A2', 'GATA3', 'GTF2A1', 'GTF2A2', 'HDAC1', 'FOXA1', 'PRMT1', 'HSP90AA1', 'HSP90AB1', 'JUN', 'JUND', 'KPNA2', 'CITED1', 'MYB', 'MYC', 'PGR', 'POLR2A', 'POLR2B', 'POLR2C', 'POLR2D', 'POLR2E', 'POLR2F', 'POLR2G', 'POLR2H', 'POLR2I', 'POLR2J', 'POLR2K', 'POLR2L', 'POU2F1', 'MED1', 'RAD21', 'CXCL12', 'SP1', 'TBP', 'TFF1', 'TFF3', 'TGFA', 'TLE3', 'USF1', 'USF2', 'YY1', 'ZNF217', 'NCOA3', 'NRIP1', 'SMC1A', 'AXIN1', 'HIST1H2AC', 'NCOA1', 'SMC3', 'EBAG9', 'GREB1', 'STAG1', 'CARM1', 'PTGES3', 'STAG2', 'KDM1A', 'KDM4B', 'KANK1', 'CXXC5', 'GPAM', 'KCTD6', 'HIST2H4B']",78
MAPK family signaling cascades,"['BRAF', 'CCND3', 'CDK1', 'SEPTIN7', 'CDC42', 'ETV4', 'FOXO1', 'FOXO3', 'HSPB1', 'DNAJB1', 'JUN', 'MARK3', 'MAP3K11', 'MOV10', 'MYC', 'NF1', 'PEBP1', 'PAK1', 'PAK2', 'PAK3', 'PHB', 'PPP5C', 'MAPK1', 'MAPK3', 'MAPK4', 'MAPK6', 'MAP2K1', 'MAP2K2', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTPN11', 'RAC1', 'RAF1', 'XPO1', 'YWHAB', 'SEM1', 'NCOA3', 'BRAP', 'CUL3', 'MAPKAPK5', 'LAMTOR3', 'PEA15', 'KSR1', 'KALRN', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'IGF2BP1', 'PSME4', 'LAMTOR2', 'IL17RD', 'KBTBD7', 'WDR83', 'PSMB11', 'PSMA8', 'PAQR3', 'SPRED1', 'SPRED2', 'SPRED3']",96
ERK1/ERK2 pathway,"['BRAF', 'CDK1', 'MARK3', 'MAP3K11', 'NF1', 'PEBP1', 'PHB', 'PPP5C', 'MAPK1', 'MAPK3', 'MAP2K1', 'MAP2K2', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTPN11', 'RAF1', 'YWHAB', 'SEM1', 'BRAP', 'CUL3', 'LAMTOR3', 'PEA15', 'KSR1', 'PSMF1', 'PSMD6', 'RBX1', 'PSME3', 'PSMD14', 'PSME4', 'LAMTOR2', 'IL17RD', 'KBTBD7', 'WDR83', 'PSMB11', 'PSMA8', 'PAQR3', 'SPRED1', 'SPRED2', 'SPRED3']",74
